=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.09.24 16:30:23 =~=~=~=~=~=~=~=~=~=~=~=
$AIPOV,050217.8093,49.248,49.248,-49.248,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.968,200.000,-200.000,204.968,-200.000,-200.000,49.248,44400401*5D
$AIPOV,050217.8593,49.289,49.289,-49.289,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.899,200.000,-200.000,204.899,-200.000,-200.000,49.289,44400401*58
$AIPOV,050217.9093,49.329,49.329,-49.329,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.352,200.000,-200.000,204.352,-200.000,-200.000,49.329,44400401*5C
$AIPOV,050217.9593,49.367,49.367,-49.367,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,203.379,200.000,-200.000,203.379,-200.000,-200.000,49.367,44400401*59
$AIPOV,050218.0093,49.405,49.405,-49.405,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,202.074,200.000,-200.000,202.074,-200.000,-200.000,49.405,44400401*5A
$AIPOV,050218.0593,49.442,49.442,-49.442,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,200.567,200.000,-200.000,200.567,-200.000,-200.000,49.442,44400401*5F
$AIPOV,050218.1093,49.477,49.477,-49.477,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,199.004,200.000,-200.000,199.004,-200.000,-200.000,49.477,44400401*5B
$AIPOV,050218.1593,49.511,49.511,-49.511,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,197.538,200.000,-200.000,197.538,-200.000,-200.000,49.511,44400401*5E
$AIPOV,050218.2093,49.545,49.545,-49.545,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,196.314,200.000,-200.000,196.314,-200.000,-200.000,49.545,44400401*58
$AIPOV,050218.2593,49.577,49.577,-49.577,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,195.450,200.000,-200.000,195.450,-200.000,-200.000,49.577,44400401*5D
$AIPOV,050218.3093,49.608,49.608,-49.608,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,195.032,200.000,-200.000,195.032,-200.000,-200.000,49.608,44400401*59
$AIPOV,050218.3593,49.638,49.638,-49.638,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,195.100,200.000,-200.000,195.100,-200.000,-200.000,49.638,44400401*5C
$AIPOV,050218.4093,49.667,49.667,-49.667,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,195.647,200.000,-200.000,195.647,-200.000,-200.000,49.667,44400401*5E
$AIPOV,050218.4593,49.694,49.694,-49.694,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,196.620,200.000,-200.000,196.620,-200.000,-200.000,49.694,44400401*5B
$AIPOV,050218.5093,49.721,49.721,-49.721,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,197.925,200.000,-200.000,197.925,-200.000,-200.000,49.721,44400401*5F
$AIPOV,050218.5593,49.746,49.746,-49.746,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,199.432,200.000,-200.000,199.432,-200.000,-200.000,49.746,44400401*5A
$AIPOV,050218.6093,49.770,49.770,-49.770,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,200.999,200.000,-200.000,200.999,-200.000,-200.000,49.770,44400401*5C
$AIPOV,050218.6593,49.793,49.793,-49.793,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,202.464,200.000,-200.000,202.464,-200.000,-200.000,49.793,44400401*59
