1=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.09.24 12:34:25 =~=~=~=~=~=~=~=~=~=~=~=
1$AIPOV,010622.7125,47.764,47.764,-47.764,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,203.758,200.000,-200.000,203.758,-200.000,-200.000,47.764,00000001*60
1$AIPOV,010622.7225,47.751,47.751,-47.751,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,203.956,200.000,-200.000,203.956,-200.000,-200.000,47.751,00000001*63
1$AIPOV,010622.7325,47.738,47.738,-47.738,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.140,200.000,-200.000,204.140,-200.000,-200.000,47.738,00000001*62
1$AIPOV,010622.7425,47.724,47.724,-47.724,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.309,200.000,-200.000,204.309,-200.000,-200.000,47.724,00000001*65
1$AIPOV,010622.7525,47.711,47.711,-47.711,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.459,200.000,-200.000,204.459,-200.000,-200.000,47.711,00000001*64
1$AIPOV,010622.7625,47.698,47.698,-47.698,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.593,200.000,-200.000,204.593,-200.000,-200.000,47.698,00000001*67
1$AIPOV,010622.7725,47.685,47.685,-47.685,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.707,200.000,-200.000,204.707,-200.000,-200.000,47.685,00000001*66
1$AIPOV,010622.7825,47.672,47.672,-47.672,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.804,200.000,-200.000,204.804,-200.000,-200.000,47.672,00000001*69
1$AIPOV,010622.7925,47.658,47.658,-47.658,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.882,200.000,-200.000,204.882,-200.000,-200.000,47.658,00000001*68
1$AIPOV,010622.8025,47.645,47.645,-47.645,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.940,200.000,-200.000,204.940,-200.000,-200.000,47.645,00000001*6E
1$AIPOV,010622.8125,47.632,47.632,-47.632,100.000,-100.000,-100.000,0.00,0.00,0.00,41.90278199,012.49636600,0.000,204.978,200.000,-200.000,204.978,-200.000,-200.000,47.632,00000001*6F
