=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.09.24 16:27:03 =~=~=~=~=~=~=~=~=~=~=~=
$AIPOV,045859.0591,49.933,49.933,-49.933,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,200.573,200.000,-200.000,200.573,-200.000,-200.000,49.933,04400401*52
$AIPOV,045859.1091,49.945,49.945,-49.945,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,199.010,200.000,-200.000,199.010,-200.000,-200.000,49.945,04400401*56
$AIPOV,045859.1591,49.956,49.956,-49.956,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,197.544,200.000,-200.000,197.544,-200.000,-200.000,49.956,04400401*53
$AIPOV,045859.2091,49.966,49.966,-49.966,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,196.318,200.000,-200.000,196.318,-200.000,-200.000,49.966,04400401*55
$AIPOV,045859.2591,49.975,49.975,-49.975,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,195.453,200.000,-200.000,195.453,-200.000,-200.000,49.975,04400401*50
$AIPOV,045859.3091,49.982,49.982,-49.982,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,195.032,200.000,-200.000,195.032,-200.000,-200.000,49.982,04400401*54
$AIPOV,045859.3591,49.988,49.988,-49.988,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,195.098,200.000,-200.000,195.098,-200.000,-200.000,49.988,04400401*51
$AIPOV,045859.4091,49.993,49.993,-49.993,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,195.645,200.000,-200.000,195.645,-200.000,-200.000,49.993,04400401*53
$AIPOV,045859.4591,49.996,49.996,-49.996,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,196.617,200.000,-200.000,196.617,-200.000,-200.000,49.996,04400401*56
$AIPOV,045859.5091,49.998,49.998,-49.998,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,197.919,200.000,-200.000,197.919,-200.000,-200.000,49.998,04400401*52
$AIPOV,045859.5591,49.999,49.999,-49.999,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,199.427,200.000,-200.000,199.427,-200.000,-200.000,49.999,04400401*57
$AIPOV,045859.6091,49.999,49.999,-49.999,99.999,-99.999,-99.999,0.00,0.00,0.00,41.90278199,012.49636600,0.000,200.992,200.000,-200.000,200.992,-200.000,-200.000,49.999,04400401*51
